date,Instagram_spend,Google Search_spend,YouTube_spend,Influencer Networks_spend,E-commerce Marketplaces_spend,TikTok_spend,Programmatic Display_spend,total_conversions
2025-12-25,88527.31490654721,58294.05581183489,44359.213692632715,50281.81157369128,46331.755881853125,49744.25687808006,63404.61051790348,1999
2025-12-26,55708.90510693167,27888.64690992115,37196.956013291056,49908.810033557966,46082.41850956178,32309.24095110882,37004.18763072402,1989
2025-12-27,61355.65640180599,52356.14558108566,58724.573282801444,60858.95565831578,40775.89815501498,43052.86868910942,58297.32417879174,1999
2025-12-28,59540.017634932025,57708.65193886967,56502.01177958661,54746.982328799524,66153.75689469442,45907.17561886896,58113.96554491592,2014
2025-12-29,56513.91251305798,35214.137542201584,49008.24136220617,49749.73041254856,46776.7953078866,44759.11602065407,38517.36711247382,2005
2025-12-30,46847.30755359655,61437.54043206929,68466.36996047666,58177.66299200287,62171.58520825497,51523.54872033722,58187.77643754861,2021
2025-12-31,57589.692204932675,53384.96407494414,39299.15233673847,63902.075490173134,65213.16051922451,41775.800676178,65379.31918412553,2026
2026-01-01,42271.74785462428,45847.120860991985,34744.748290752614,55578.103063518625,59983.1089814796,61210.30667324472,38774.551937555865,2018
2026-01-02,47631.813932599915,56327.81866106285,43080.919301187554,50103.52619843381,45683.79687281951,50002.07064918197,40824.971789857365,2013
2026-01-03,45146.364521708965,72706.92857804397,49544.13983644502,36881.6376764984,54037.30090336609,49906.996788613855,60176.614668435024,2022
2026-01-04,50818.74139386322,51818.66255058495,52433.394493226915,39348.863369246275,49758.043936090835,46721.052834870825,52714.95310825648,2023
2026-01-05,73146.58566673509,52482.20586300336,47587.6394214367,46947.752956453325,40962.98139269872,51551.90683858979,55514.76275239523,2025
2026-01-06,31327.348074082518,45406.39100459756,53520.55396514297,43904.87797840717,53243.59281721603,58250.98264667635,53405.89216400497,2028
2026-01-07,56862.60190374513,41501.55630535208,37484.60575809556,48130.28697014554,38209.602088401974,41328.69784289099,53906.95920928144,2022
2026-01-08,33872.84128810348,58303.358165442456,64437.646040732594,50566.49924897107,61876.79388461564,43418.83510924743,36735.27871688917,2027
2026-01-09,45280.681342105665,41439.161740911324,49178.488216074315,55296.927543567304,45353.82702701607,46962.73971223335,60473.177066214485,2029
2026-01-10,60889.50596967366,50715.662372193925,61172.958315881275,49295.01221940909,52011.59655872839,36541.290765267855,61695.899924277735,2035
2026-01-11,50642.80019095463,45223.42553234883,53427.253463777044,54865.01643826202,52832.87871546142,41807.421402785025,47706.092559319724,2032
2026-01-12,39222.55222070694,54789.79825746392,54567.53219153784,50644.7441481012,47410.950262959224,45237.79126455341,49565.23050186138,2030
2026-01-13,42846.96290740032,53336.62105286948,55697.67280232204,30245.33433646129,55866.93801475275,58743.89180712728,34688.92497444278,2025
2026-01-14,56795.977489346755,60375.39944257899,54477.08560017315,40606.646061812455,45250.963433774756,52625.613290019246,55142.54756017835,2030
2026-01-15,42696.333682828634,44899.83601145253,56427.22759867544,48559.12444278385,58712.97297457244,51935.89911367544,55720.57441714144,2035
2026-01-16,52164.58589581975,47301.250647066285,63291.52530132431,37903.05257158892,36540.203197532515,58508.979621679726,49378.08983000689,2027
2026-01-17,50455.71839903814,40212.362842176924,51965.2116970147,55999.287299962045,51263.79579546412,48626.282116006034,61243.53359870503,2033
2026-01-18,43483.99652394183,45557.067399238884,57090.03757588512,65307.508323436974,69389.28999058285,53904.648499288895,46659.2276902006,2036
2026-01-19,71439.44089325325,53773.00493044852,49102.64305712773,62187.61851697317,39996.686753944254,48967.78247067504,55646.059258936,2031
2026-01-20,56339.190223180114,57569.88616645352,64401.17215449473,47865.57129069792,43222.55029475148,52653.62349399628,39803.356613078846,2024
2026-01-21,29748.57413342393,40778.34675822375,43236.076979407306,64907.261368499516,55139.07849658915,44172.41342388418,49764.47849125762,2023
2026-01-22,51864.543147694276,58696.0592010566,68009.40432910816,51486.67457202112,51795.81781939598,25611.82841723571,48256.457420971645,2021
2026-01-23,43382.13535231612,63556.37858804951,49598.420493556565,46629.14028881961,53506.30099273559,48657.20837813696,52253.07922040942,2020
2026-01-24,58524.33334796224,54134.349032237005,35692.248978819516,43865.9733645906,54891.87130147663,64227.4813609994,46304.730711666416,2015
2026-01-25,42074.792615672995,68767.95812558066,51281.0441491079,46975.30313511872,56347.2146856177,59262.154022415925,48685.27404328332,2016
2026-01-26,48852.63558533101,42262.10800896427,43189.483425251194,46118.231814587714,61096.99841956223,59653.97484591171,58260.47171441506,2016
2026-01-27,55049.87278980457,37553.45296688583,58406.43548988724,51704.16222375488,54098.18656928513,62361.30721806218,45632.35762761783,2011
2026-01-28,58657.55194170121,32212.797510957214,43473.76020697609,51605.73981049865,47587.423453814576,50886.575909614374,33934.22899261321,1997
2026-01-29,37997.03592944224,64960.44311489183,45538.165667852205,50030.460201534144,56725.73701202731,51973.157074055955,67495.8390420542,2004
2026-01-30,46654.98764159052,56543.65656354058,31104.59269054469,54369.3816974635,68998.81934895215,43823.481045656496,63814.540786904865,2003
2026-01-31,45250.54688839044,49444.15329089545,45476.936807509235,61906.462747863414,48673.66253617426,46839.271439729506,37077.37304894382,1988
2026-02-01,43466.707674262885,52799.6862631982,25761.206733710434,59495.54135441324,40254.706953293586,56157.71149771142,56897.07805245194,1980
2026-02-02,67654.54240281097,38745.10952701623,34160.97176514276,35151.020315500966,61070.80669286973,62038.84437168816,44970.25229448657,1978
2026-02-03,54049.817109609554,74457.51979616826,57604.146561442976,24460.788650980452,48796.18836046402,48605.53724319,52634.87215331059,1976
2026-02-04,37391.16045664955,51292.21181975227,57858.001586508326,59343.19911239274,28273.304539859637,45498.10735148589,52942.24129013494,1967
2026-02-05,59178.61947054776,51093.94794604893,54254.575617849645,36331.21301584579,58474.216771504216,50005.27958856597,47655.92199683678,1969
2026-02-06,71221.56197012633,57257.666238986916,40330.23856870787,47752.345981073166,44646.71814046077,56012.06748929115,42162.34334413603,1961
2026-02-07,60324.65260551147,54810.09231736713,49522.8864385802,38298.86973940641,49094.66717695839,35561.45183866458,43094.589476837406,1953
2026-02-08,34806.300340459864,52238.84024279132,49963.974609094315,31980.1956241998,53319.80330569015,27038.190468627618,40838.08084518758,1943
2026-02-09,45157.659271337485,42095.25544554688,38416.353108074574,55414.62728204788,51904.99679779066,44494.631505084166,41681.77791769555,1938
2026-02-10,62669.11149186623,54714.68357135996,65033.983017671504,57591.55160302647,57094.518171390395,37792.87574085841,49328.217099506444,1943
2026-02-11,42923.30534381219,68820.24496475034,58773.62290575671,44234.8959927328,45645.13629430157,44918.598023526894,42842.400108892485,1933
2026-02-12,54438.19428146228,63454.20046154978,47790.35826170336,24089.5770785509,55131.05798176082,48522.196811825284,56820.520657126195,1930
2026-02-13,57746.34053429337,65931.86626639398,50268.85838994531,44537.55551747517,47404.53322416083,45467.51590976986,64872.46155335927,1928
2026-02-14,40730.69528421917,44887.843235688146,52083.82807947553,53918.04005402546,57388.10480887503,64524.67534470745,44199.46758629957,1922
2026-02-15,49404.746439382,40103.95179741419,29582.651315757095,35210.88431225871,56153.67484013054,53267.4476460232,52394.04500535377,1910
2026-02-16,17587.326599309275,48742.13079900352,47528.22617479403,51833.599197791555,40645.61297955405,53004.74359610828,54996.85110302934,1899
2026-02-17,39756.1235866571,50557.24912288695,43180.15752002201,49846.90150827004,60859.821161750326,56222.07144043402,54720.022709192745,1898
2026-02-18,47474.3184860684,60941.91518470948,39983.79990105084,55792.914996010884,44640.36554885952,38611.66882219231,50759.55267916087,1887
2026-02-19,37522.16818035151,33075.353702851804,47188.99707114045,51195.80368414153,58080.577982811454,60391.11787420268,57426.82418359722,1886
2026-02-20,66324.11303931635,65295.503194606135,67976.86526849522,40269.31059118445,53672.8731340134,49242.357134645405,54822.489526806574,1885
2026-02-21,35698.58622039367,48419.92101421011,56408.4286126701,61965.715016644914,68381.83676795123,56704.80617241212,37623.37577672702,1877
2026-02-22,45599.55513303016,45731.1893005258,44288.21010217203,48414.7042697303,47765.340176281476,39281.427669598444,58691.560643892735,1866
2026-02-23,51307.40577286091,39878.956247398324,55725.827813561584,49726.95460490068,46506.83203881802,34462.41233983936,58872.90837266742,1858
2026-02-24,64412.73289066115,33451.43328134231,63993.55436586002,40667.32040926804,49805.80394112267,58178.896580250286,42367.138958214186,1850
2026-02-25,35641.378488205606,58231.70583961914,59246.336829127686,45567.1774880849,46968.20217165725,53764.09526097517,50379.37835447602,1844
2026-02-26,61631.637521549594,50733.17967188404,50596.303699201744,41151.97285973099,57999.4190194205,40979.48445642489,56833.289928110695,1842
2026-02-27,50102.33061019587,37100.39100258946,43530.63222294426,48270.53940076577,33836.89391563412,41303.369187253054,47906.86180420638,1822
2026-02-28,40184.91348952049,37049.21227936384,56982.233136135896,67117.08480142344,39463.175808536456,61254.34784414769,60729.78047766012,1822
2026-03-01,54621.034742632706,46642.15300709872,53934.853854217494,36280.98857068644,39321.97078420807,38105.88107132672,73638.7249461936,1817
2026-03-02,51990.5969557347,66690.21525289393,58951.932200277326,33864.38602123259,59503.075919735755,66426.72953255964,42140.13967365018,1813
2026-03-03,43997.831228412055,47404.08648636395,56351.718016819694,64711.70327493609,67106.13372581925,40993.79265352131,36189.55396846225,1806
2026-03-04,50698.02084990019,34968.570468818936,60495.527153193354,47906.76322848134,48955.507814625285,56383.91925608383,53038.18595604876,1800
2026-03-05,46146.8640313824,47542.56935914056,44647.64788439432,43309.27261340083,48311.782768099896,46713.81524251015,57215.625051261435,1790
2026-03-06,51135.17345251248,47272.7643025233,63173.94065634326,60399.04687396076,50700.521631131815,56031.874310823434,47691.33626155231,1786
2026-03-07,56621.306745210466,23031.133570584283,51975.996046923996,43943.84460263136,61618.7830260819,44558.859978858076,64532.606633210344,1783
2026-03-08,65860.16816145352,49457.05133482188,70752.60872625266,68260.09713546936,40726.46865809426,48372.07093927706,36613.94200276751,1770
2026-03-09,37621.84501173151,47690.65469791322,43108.12181910432,56779.25871339269,52383.68982734785,50409.19175395721,56929.18623031611,1766
2026-03-10,71330.33374656267,56962.063648134186,67359.63803165249,45120.885918542976,59751.976297824294,39978.12544218527,43941.391792411065,1762
2026-03-11,30479.12200477498,68489.56094945344,51979.10783462648,71573.08213265504,55010.94169939845,57408.243454201256,67193.77906207296,1763
2026-03-12,48482.14904964417,61265.65029547757,43485.819963855516,43942.850769966615,51895.81616598743,44867.86433528415,69925.15353168118,1753
2026-03-13,55883.17206484576,47311.11309445169,45161.141659456785,57420.95372009307,60010.46092567141,47714.00084659981,42333.43412216652,1743
2026-03-14,52809.918677350324,38934.74091258329,46796.5269180568,52992.92580406492,22967.677070007627,40056.50625391488,44504.4286409142,1719
2026-03-15,43773.004801794064,75733.5980324986,54241.65946401916,63017.41289398798,56778.75319530908,24376.663412046895,58595.87886979802,1727
2026-03-16,47918.77749642725,50592.184340144886,55228.35488035499,65615.11196726853,43459.24316872576,48089.72237399831,46128.693502104856,1719
2026-03-17,45069.990653411674,50139.29291912946,44262.99996061421,50320.04149065767,31693.67103143543,74126.15421612916,49545.88782067762,1708
2026-03-18,44106.35243055788,49758.749128899966,49756.45407739017,42465.82129653817,55112.02599524981,57846.04287898024,50253.8842054241,1709
2026-03-19,58496.020970210244,51980.84760767855,71422.70358611865,54599.72142939117,63736.58545162958,49807.396202656055,30803.268438023435,1706
2026-03-20,53570.15485965047,48556.395880760574,67275.43170100711,43222.84630247894,48625.51485372308,47371.09170791732,49861.62253905763,1701
2026-03-21,43070.90404739346,44263.37993119764,54363.23669674032,70133.87247526622,59528.74547202939,50224.658928120465,43102.72225935826,1698
2026-03-22,58995.99875433251,44531.41058759608,50380.034781682,51365.35331082738,66122.78257988645,55471.1911517521,45068.77177600228,1695
2026-03-23,53072.99520876609,49672.46729784002,51200.31326718261,46346.78448687891,63149.144535840474,38191.871846911556,64436.32003468814,1693
2026-03-24,58128.6211883896,44565.75228866235,56135.17972730417,51846.803058649086,66399.64529371393,61143.21694668872,37434.93105720744,1686
2026-03-25,56296.28841923612,42871.54217322836,39772.07434801594,36528.73710470303,57421.27491071892,57153.81315441244,58132.05186747977,1679
2026-03-26,41710.04989077928,51064.30227691897,47426.23462576655,40283.85961489349,50754.33638901593,57181.85725707935,47210.370696681915,1670
2026-03-27,44398.1895980303,47450.227825791444,33314.15926122411,62004.139079444256,33980.34188102832,54384.75738809727,47202.39831504165,1657
2026-03-28,57472.93605123262,65039.92988582689,53992.23122605279,43431.057210286046,47539.37511870051,50196.1665769399,57903.718960517115,1662
2026-03-29,56103.70265433465,23490.30191606988,56471.95939702741,39530.8901731806,41567.53404683808,56728.6123596682,53400.512945688904,1656
2026-03-30,49790.98406035852,60915.06851922462,45168.135377006256,55366.52752527286,71709.42717497813,55918.14133741378,55706.12997219531,1665
2026-03-31,51173.27383308782,62460.85192497629,65739.86763290034,61857.04154662997,48241.141875676636,46459.59289058976,59681.84660532861,1663
2026-04-01,62776.648957884245,29266.097675918507,37742.34336997659,57189.53310665067,51232.04806784486,44263.98227103099,46686.916168166776,1651
2026-04-02,44084.286111641704,46573.12405919651,35356.2511979018,59960.476858058166,55514.85376040467,51018.56295261987,43877.6326549225,1644
2026-04-03,55470.97381170038,46285.59134004208,52244.51818559972,42432.049114305395,50436.024463724534,65490.20151495187,39148.49473442202,1640
2026-04-04,47978.07347566106,35924.88305282179,60470.98302612155,35781.89333258156,66950.51040430753,37608.92924346099,41745.89470021045,1640
2026-04-05,47823.1879677278,42221.833124091245,66839.27691457869,65013.33651955487,43773.50638265548,35324.7473424756,79490.94425308725,1647
2026-04-06,60987.7685198719,38894.24154534171,45411.1573713106,46773.20161157864,51946.074552372425,51647.60841236517,62446.79580736787,1644
2026-04-07,58254.1634898803,67522.70443423622,60786.808334312955,47491.669835449524,42575.29414301952,50508.87701856018,36489.25633791979,1634
2026-04-08,58135.096360006384,59356.78393147461,49614.91530499293,63281.941418490576,36799.77488779294,51733.416643704084,36775.4204325643,1628
2026-04-09,63054.78807154329,62715.550949941586,48273.7270005918,55562.3000940066,43882.30909094714,52439.531979085004,54818.66061718491,1634
2026-04-10,50210.03841632759,57216.72064043235,58836.599374866724,54558.877720816075,49629.63202951588,47767.97745365195,55472.64797377967,1638
2026-04-11,56819.52971294964,38709.482287827705,56523.2287841342,71650.02344901084,45706.9777548274,64898.63438602082,55488.83835317365,1640
2026-04-12,46897.332434065436,44754.79733720226,34236.078430157504,43564.817696198574,43075.79020126144,33990.960215234845,47450.44206446302,1626
2026-04-13,53241.66352488442,54893.74561227918,64765.40349725896,59278.40128081237,35936.82536328166,41715.029752197544,48745.457399971,1627
2026-04-14,48698.56945632315,37778.721911080545,63800.91354147452,50570.13124897084,49168.94427371305,48967.45239850953,53278.79524159357,1632
2026-04-15,50969.95964992718,57129.98430172388,43744.37298490471,52685.92278863257,34952.796259689974,33568.11188845833,50858.9300629333,1624
2026-04-16,55951.57025436914,47596.74601841865,53958.03533437409,65284.68426412532,57600.559636896025,48241.45595567929,27806.996272524648,1626
2026-04-17,41817.79316766527,46251.791924504025,54940.301862827386,55078.357562896235,50824.397529345035,66614.70165728018,47702.003694248066,1633
2026-04-18,70923.8727568546,57109.59968203492,52606.73765823907,55382.96079049633,35424.485005350696,50208.86488295962,41485.93565739686,1629
2026-04-19,39939.82618500298,54442.6331148604,44496.9484615458,60725.07337309802,46907.90922950137,52307.009057186835,51752.11418908512,1634
2026-04-20,37858.113872122674,46390.3383418092,43283.766320619485,46350.47270457115,42478.43594409417,37398.352348274195,79852.5900260341,1637
2026-04-21,61581.10873500068,61593.29803364248,49744.45929008555,41607.903326609936,53191.7451041918,43836.38591960522,53674.816654743045,1640
2026-04-22,57916.62693962936,39189.366724001025,61727.290192593646,39551.90805978967,63404.504460231445,46248.03619676063,46864.70313827602,1644
2026-04-23,56241.19817052155,56159.35606944264,55436.001545944324,30336.434106239984,31248.275303542556,46822.84903243766,59218.01501977252,1638
2026-04-24,56283.4550926428,55931.01257968384,46293.85667913894,70562.07129940322,51150.260791474175,62816.43795003769,54826.87887209213,1650
2026-04-25,49877.53227153085,46904.535606860096,57716.987106483444,38967.916342783166,48398.672044333594,55576.910607251244,54200.944904518416,1651
2026-04-26,41027.456285141685,53261.33022242118,21514.573793699245,47787.46376414228,56713.40076450466,38885.42043062968,56068.50593215671,1648
2026-04-27,50758.045581937266,37488.86423614697,61487.65700372103,47231.86700111079,52131.96628237689,52465.04778432005,70565.43564829542,1659
2026-04-28,43228.38288487888,59240.27019206901,32602.862212219003,53074.06697809101,42480.30668261181,54982.21748496785,38691.115646740844,1649
2026-04-29,59751.197334177516,48150.97863557011,46375.590585968675,58157.37212539297,46809.46064333382,61401.490385212666,54736.32076811454,1659
2026-04-30,48529.42618497861,44772.7697948096,38803.30105373856,58604.734883597455,42039.74143196511,65805.40686568373,40736.18870018462,1656
2026-05-01,41745.028032074886,60490.092258368895,37053.18524279094,44169.22561431061,60760.07138598598,39849.05808172131,55555.12646342248,1665
2026-05-02,46786.14158347007,42956.56309457241,61608.2678737852,48328.782862135886,50213.116486719424,41891.42488789662,40813.13488513906,1667
2026-05-03,54129.31454275624,35915.3870363644,45322.98798688109,52825.799504883,69011.90685753008,37424.22141085384,45826.331863949155,1674
2026-05-04,44362.75447196025,34433.708264760964,53465.038817307155,47513.08873816453,49393.391861853794,47659.80140893019,47049.100857620935,1675
2026-05-05,41777.796044335686,56060.0995134564,49530.79421120816,66073.45576019993,42915.932330895375,54663.58374446334,59758.167193447094,1684
2026-05-06,52436.872114919126,37195.706475037165,54770.408272231216,54909.749516382515,34862.85607387173,59873.34516589102,59184.544439424135,1686
2026-05-07,52449.665711087226,67547.94181984365,50768.218910602554,57348.77786049817,31968.603237440548,49240.48976357477,37542.82623553615,1683
2026-05-08,44930.568246288705,29180.70592116278,37170.077758114305,56628.81268667413,34158.6405699451,46801.52476745156,50549.34110999849,1685
2026-05-09,45289.61694381677,66964.56368290038,59962.6681944714,61734.73857485325,52671.26651011483,51517.579922487406,42904.20145250828,1701
2026-05-10,52320.499373576364,52110.17467202619,45062.43416838688,51810.21558703707,55087.25023229934,41648.57098369977,37414.950893246656,1704
2026-05-11,35519.15658502676,49032.868881296075,34434.181013402485,37031.680520441536,34188.092979678666,70895.38721694774,47829.8294957563,1702
2026-05-12,35925.362256234446,44550.8091319105,45718.84839034088,53996.87951752642,58950.38314076116,33923.38972881941,46915.172115441805,1713
2026-05-13,42815.55778747564,53991.361143520706,65007.59790634311,43486.43106208171,45169.38948316561,51847.40578895724,74267.16486345523,1729
2026-05-14,47865.52848288153,49623.652975751516,58502.21742113493,44713.83318250243,51467.9301198555,70236.06219229639,54329.598253606964,1737
2026-05-15,53109.07565598004,61033.01882016521,46513.47865592141,55863.64018755093,66122.20628255424,50067.99844559998,36223.82499245762,1741
2026-05-16,64753.56216949552,51142.276486620394,46507.42295681571,62382.830714336356,58968.39315865532,48099.609649985054,44352.259958290575,1748
2026-05-17,58576.596232020194,51503.01761461877,46783.64948782617,50212.71576736062,47314.69352094168,46425.545771895726,60213.83295429398,1755
2026-05-18,48400.61470036573,46363.87787786144,70767.4798356084,53088.33012598964,41088.07774584713,48196.08318237592,70884.42772869926,1765
2026-05-19,49809.837920973114,49430.543762789326,53819.35452231553,67022.14944635238,28481.84598670695,63728.4847467653,34140.16687762042,1756
2026-05-20,39974.706353621914,53078.01768892059,54300.4164719107,52407.53179488568,42808.4668075758,27881.38088670493,31200.75614860955,1757
2026-05-21,49814.8686400761,32898.31607343374,60302.83454031842,76016.83114180395,47888.69761172306,65334.33701296325,68709.65175371783,1782
2026-05-22,47113.41361079862,36518.14577894287,52387.891590265135,55655.09645631544,40128.20472848816,35760.42847549855,53896.14177370904,1781
2026-05-23,53227.185603380894,57432.64094022715,47409.578541792966,32392.372408441825,48687.43032907695,47333.47670765585,41317.072681236335,1783
2026-05-24,41727.69056447677,51708.65438127942,48036.501509150214,57533.416211045325,50768.51882958768,45707.55579701338,55346.290861224355,1795
2026-05-25,55193.465142411726,48160.16663647321,49283.98740585936,53811.58384882778,47751.44018191921,55885.532697707196,23642.522609831223,1793
2026-05-26,65327.389130025775,50184.33933065393,49627.777634901584,62897.527540827454,43499.9741917654,34018.75648116252,50033.75506597161,1805
2026-05-27,48912.39851543142,53475.81705361671,57276.2954363698,56731.813512699584,51686.546719667276,54621.726660819426,53278.211728430855,1820
2026-05-28,54017.117220989414,44602.40319690639,50519.458858073,48615.44016016226,54419.40649569409,70243.09623286853,59242.701395378295,1832
2026-05-29,56901.43991711113,42216.95274597687,57326.400772155794,37757.01763710634,39096.00922557154,36368.259954071895,39861.040477074625,1825
